author,chapter,sentence,title
Herman Melville,CHAPTER 1. Loomings.,"Why upon your first voyage as a passenger, did you yourself feel such a mystical vibration, when first told that you and your ship were now out of sight of land?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,Why did the old Persians hold the sea holy?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"Why did the Greeks give it a separate deity, and own brother of Jove?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,Surely all this is not without meaning.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"And still deeper the meaning of that story of Narcissus, who because he could not grasp the tormenting, mild image he saw in the fountain, plunged into it and was drowned.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"But that same image, we ourselves see in all rivers and oceans.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,It is the image of the ungraspable phantom of life; and this is the key to it all.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"Now, when I say that I am in the habit of going to sea whenever I begin to grow hazy about the eyes, and begin to be over conscious of my lungs, I do not mean to have it inferred that I ever go to sea as a passenger.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"For to go as a passenger you must needs have a purse, and a purse is but a rag unless you have something in it.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"Besides, passengers get sea-sick--grow quarrelsome--don't sleep of nights--do not enjoy themselves much, as a general thing;--no, I never go as a passenger; nor, though I am something of a salt, do I ever go to sea as a Commodore, or a Captain, or a Cook.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,I abandon the glory and distinction of such offices to those who like them.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"For my part, I abominate all honourable respectable toils, trials, and tribulations of every kind whatsoever.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"It is quite as much as I can do to take care of myself, without taking care of ships, barques, brigs, schooners, and what not.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"And as for going as cook,--though I confess there is considerable glory in that, a cook being a sort of officer on ship-board--yet, somehow, I never fancied broiling fowls;--though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"It is out of the idolatrous dotings of the old Egyptians upon broiled ibis and roasted river horse, that you see the mummies of those creatures in their huge bake-houses the pyramids.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"No, when I go to sea, I go as a simple sailor, right before the mast, plumb down into the forecastle, aloft there to the royal mast-head.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"True, they rather order me about some, and make me jump from spar to spar, like a grasshopper in a May meadow.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"And at first, this sort of thing is unpleasant enough.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"It touches one's sense of honour, particularly if you come of an old established family in the land, the Van Rensselaers, or Randolphs, or Hardicanutes.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"And more than all, if just previous to putting your hand into the tar-pot, you have been lording it as a country schoolmaster, making the tallest boys stand in awe of you.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,But even this wears off in time.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"What of it, if some old hunks of a sea-captain orders me to get a broom and sweep down the decks?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"What does that indignity amount to, weighed, I mean, in the scales of the New Testament?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"Do you think the archangel Gabriel thinks anything the less of me, because I promptly and respectfully obey that old hunks in that particular instance?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,Who ain't a slave?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,Tell me that.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"Well, then, however the old sea-captains may order me about--however they may thump and punch me about, I have the satisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way--either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"Again, I always go to sea as a sailor, because they make a point of paying me for my trouble, whereas they never pay passengers a single penny that I ever heard of.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"On the contrary, passengers themselves must pay.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,And there is all the difference in the world between paying and being paid.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,The act of paying is perhaps the most uncomfortable infliction that the two orchard thieves entailed upon us.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"But BEING PAID,--what will compare with it?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,Ah!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,how cheerfully we consign ourselves to perdition!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"Finally, I always go to sea as a sailor, because of the wholesome exercise and pure air of the fore-castle deck.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"For as in this world, head winds are far more prevalent than winds from astern (that is, if you never violate the Pythagorean maxim), so for the most part the Commodore on the quarter-deck gets his atmosphere at second hand from the sailors on the forecastle.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,He thinks he breathes it first; but not so.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"In much the same way do the commonalty lead their leaders in many other things, at the same time that the leaders little suspect it.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police officer of the Fates, who has the constant surveillance of me, and secretly dogs me, and influences me in some unaccountable way--he can better answer than any one else.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"And, doubtless, my going on this whaling voyage, formed part of the grand programme of Providence that was drawn up a long time ago.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,It came in as a sort of brief interlude and solo between more extensive performances.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"I take it that this part of the bill must have run something like this: ""GRAND CONTESTED ELECTION FOR THE PRESIDENCY OF THE UNITED STATES.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"""WHALING VOYAGE BY ONE ISHMAEL.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"""BLOODY BATTLE IN AFFGHANISTAN.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magnificent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces--though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,Chief among these motives was the overwhelming idea of the great whale himself.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,Such a portentous and mysterious monster roused all my curiosity.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"Then the wild and distant seas where he rolled his island bulk; the undeliverable, nameless perils of the whale; these, with all the attending marvels of a thousand Patagonian sights and sounds, helped to sway me to my wish.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"With other men, perhaps, such things would not have been inducements; but as for me, I am tormented with an everlasting itch for things remote.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"I love to sail forbidden seas, and land on barbarous coasts.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"Not ignoring what is good, I am quick to perceive a horror, and could still be social with it--would they let me--since it is but well to be on friendly terms with all the inmates of the place one lodges in.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 1. Loomings.,"By reason of these things, then, the whaling voyage was welcome; the great flood-gates of the wonder-world swung open, and in the wild conceits that swayed me to my purpose, two and two there floated into my inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"I stuffed a shirt or two into my old carpet-bag, tucked it under my arm, and started for Cape Horn and the Pacific.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Quitting the good city of old Manhatto, I duly arrived in New Bedford.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,It was a Saturday night in December.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Much was I disappointed upon learning that the little packet for Nantucket had already sailed, and that no way of reaching that place would offer, till the following Monday.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"As most young candidates for the pains and penalties of whaling stop at this same New Bedford, thence to embark on their voyage, it may as well be related that I, for one, had no idea of so doing.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"For my mind was made up to sail in no other than a Nantucket craft, because there was a fine, boisterous something about everything connected with that famous old island, which amazingly pleased me.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Besides though New Bedford has of late been gradually monopolising the business of whaling, and though in this matter poor old Nantucket is now much behind her, yet Nantucket was her great original--the Tyre of this Carthage;--the place where the first dead American whale was stranded.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Where else but from Nantucket did those aboriginal whalemen, the Red-Men, first sally out in canoes to give chase to the Leviathan?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"And where but from Nantucket, too, did that first adventurous little sloop put forth, partly laden with imported cobblestones--so goes the story--to throw at the whales, in order to discover when they were nigh enough to risk a harpoon from the bowsprit?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Now having a night, a day, and still another night following before me in New Bedford, ere I could embark for my destined port, it became a matter of concernment where I was to eat and sleep meanwhile.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"It was a very dubious-looking, nay, a very dark and dismal night, bitingly cold and cheerless.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,I knew no one in the place.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"With anxious grapnels I had sounded my pocket, and only brought up a few pieces of silver,--So, wherever you go, Ishmael, said I to myself, as I stood in the middle of a dreary street shouldering my bag, and comparing the gloom towards the north with the darkness towards the south--wherever in your wisdom you may conclude to lodge for the night, my dear Ishmael, be sure to inquire the price, and don't be too particular.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"With halting steps I paced the streets, and passed the sign of ""The Crossed Harpoons""--but it looked too expensive and jolly there.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Further on, from the bright red windows of the ""Sword-Fish Inn,"" there came such fervent rays, that it seemed to have melted the packed snow and ice from before the house, for everywhere else the congealed frost lay ten inches thick in a hard, asphaltic pavement,--rather weary for me, when I struck my foot against the flinty projections, because from hard, remorseless service the soles of my boots were in a most miserable plight.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Too expensive and jolly, again thought I, pausing one moment to watch the broad glare in the street, and hear the sounds of the tinkling glasses within.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"But go on, Ishmael, said I at last; don't you hear?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,get away from before the door; your patched boots are stopping the way.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,So on I went.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"I now by instinct followed the streets that took me waterward, for there, doubtless, were the cheapest, if not the cheeriest inns.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,Such dreary streets!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"blocks of blackness, not houses, on either hand, and here and there a candle, like a candle moving about in a tomb.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"At this hour of the night, of the last day of the week, that quarter of the town proved all but deserted.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"But presently I came to a smoky light proceeding from a low, wide building, the door of which stood invitingly open.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"It had a careless look, as if it were meant for the uses of the public; so, entering, the first thing I did was to stumble over an ash-box in the porch.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,Ha!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"thought I, ha, as the flying particles almost choked me, are these ashes from that destroyed city, Gomorrah?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"But ""The Crossed Harpoons,"" and ""The Sword-Fish?""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"--this, then must needs be the sign of ""The Trap.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"However, I picked myself up and hearing a loud voice within, pushed on and opened a second, interior door.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,It seemed the great Black Parliament sitting in Tophet.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"A hundred black faces turned round in their rows to peer; and beyond, a black Angel of Doom was beating a book in a pulpit.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"It was a negro church; and the preacher's text was about the blackness of darkness, and the weeping and wailing and teeth-gnashing there.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Ha, Ishmael, muttered I, backing out, Wretched entertainment at the sign of 'The Trap!'",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Moving on, I at last came to a dim sort of light not far from the docks, and heard a forlorn creaking in the air; and looking up, saw a swinging sign over the door with a white painting upon it, faintly representing a tall straight jet of misty spray, and these words underneath--""The Spouter Inn:--Peter Coffin.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Coffin?--Spouter?--Rather ominous in that particular connexion, thought I.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"But it is a common name in Nantucket, they say, and I suppose this Peter here is an emigrant from there.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"As the light looked so dim, and the place, for the time, looked quiet enough, and the dilapidated little wooden house itself looked as if it might have been carted here from the ruins of some burnt district, and as the swinging sign had a poverty-stricken sort of creak to it, I thought that here was the very spot for cheap lodgings, and the best of pea coffee.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"It was a queer sort of place--a gable-ended old house, one side palsied as it were, and leaning over sadly.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"It stood on a sharp bleak corner, where that tempestuous wind Euroclydon kept up a worse howling than ever it did about poor Paul's tossed craft.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Euroclydon, nevertheless, is a mighty pleasant zephyr to any one in-doors, with his feet on the hob quietly toasting for bed.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"""In judging of that tempestuous wind called Euroclydon,"" says an old writer--of whose works I possess the only copy extant--""it maketh a marvellous difference, whether thou lookest out at it from a glass window where the frost is all on the outside, or whether thou observest it from that sashless window, where the frost is on both sides, and of which the wight Death is the only glazier.""",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"True enough, thought I, as this passage occurred to my mind--old black-letter, thou reasonest well.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Yes, these eyes are windows, and this body of mine is the house.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"What a pity they didn't stop up the chinks and the crannies though, and thrust in a little lint here and there.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,But it's too late to make any improvements now.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"The universe is finished; the copestone is on, and the chips were carted off a million years ago.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Poor Lazarus there, chattering his teeth against the curbstone for his pillow, and shaking off his tatters with his shiverings, he might plug up both ears with rags, and put a corn-cob into his mouth, and yet that would not keep out the tempestuous Euroclydon.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,Euroclydon!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"says old Dives, in his red silken wrapper--(he had a redder one afterwards) pooh, pooh!",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,What a fine frosty night; how Orion glitters; what northern lights!,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,Let them talk of their oriental summer climes of everlasting conservatories; give me the privilege of making my own summer with my own coals.,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,But what thinks Lazarus?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,Can he warm his blue hands by holding them up to the grand northern lights?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,Would not Lazarus rather be in Sumatra than here?,MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Would he not far rather lay him down lengthwise along the line of the equator; yea, ye gods!",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"go down to the fiery pit itself, in order to keep out this frost?",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Now, that Lazarus should lie stranded there on the curbstone before the door of Dives, this is more wonderful than that an iceberg should be moored to one of the Moluccas.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Yet Dives himself, he too lives like a Czar in an ice palace made of frozen sighs, and being a president of a temperance society, he only drinks the tepid tears of orphans.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"But no more of this blubbering now, we are going a-whaling, and there is plenty of that yet to come.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 2. The Carpet-Bag.,"Let us scrape the ice from our frosted feet, and see what sort of a place this ""Spouter"" may be.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 3. The Spouter-Inn.,"Entering that gable-ended Spouter-Inn, you found yourself in a wide, low, straggling entry with old-fashioned wainscots, reminding one of the bulwarks of some condemned old craft.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 3. The Spouter-Inn.,"On one side hung a very large oilpainting so thoroughly besmoked, and every way defaced, that in the unequal crosslights by which you viewed it, it was only by diligent study and a series of systematic visits to it, and careful inquiry of the neighbors, that you could any way arrive at an understanding of its purpose.",MOBY DICK; OR THE WHALE
Herman Melville,CHAPTER 3. The Spouter-Inn.,"Such unaccountable masses of shades and shadows, that at first you almost thought some ambitious young artist, in the time of the New England hags, had endeavored to delineate chaos bewitched.",MOBY DICK; OR THE WHALE
